timestamp,client,AP
2014-01-02 00:00:07,bcacf63a926c667f075c69a88f4f433f9c598cf8,Bldg40AP3
2014-01-02 00:00:15,336501aeaedff0462f3cd55089fa433dbbfff493,Bldg44AP3
2014-01-02 00:00:19,5f5db59e5ecf99163a6e55898d8b2329cbc21c95,Bldg3AP102
2014-01-02 00:00:20,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:00:29,c75170053c6a0c4ba881daf5369231b44b4b72fa,Bldg45AP7
2014-01-02 00:00:33,d69dfba41941393092fcbd098734e12dd3f2f9dd,Bldg44AP21
2014-01-02 00:00:52,9f9d09f781dece4b107325fc04255c90c73965ed,Bldg3AP12
2014-01-02 00:00:54,a36c950b84f66a28b42e842e55b70b86990a3e4d,Bldg44AP2
2014-01-02 00:01:04,5f5db59e5ecf99163a6e55898d8b2329cbc21c95,Bldg3AP102
2014-01-02 00:01:04,7f6728f9007157764992418e804fbcd1e24fdf2f,Bldg40AP14
2014-01-02 00:01:39,d8891a295b4343f5a1f9f623f7c3b55393e78f99,Bldg44AP2
2014-01-02 00:01:48,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:02:00,a0ef674a2e9322be219a776940a33803719965ac,Bldg3AP134
2014-01-02 00:02:02,f18ed0a3a1090fe86d91d230e287d84e03562377,Bldg16AP22
2014-01-02 00:02:41,b90b9a6efc72e216d16393ab93c7afba484f56eb,Bldg44AP2
2014-01-02 00:02:56,baa4a017d2ead5a2dfd53b5db7288f17c4fe11a7,Bldg44AP4
2014-01-02 00:03:16,b7f22f3abd9f367af65bd70b4b328e0c35f7cfac,Bldg11AP21
2014-01-02 00:03:16,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:03:18,8a0e70caffb1c2a46bf24e39b9e5e881e1dcaead,Bldg44AP27
2014-01-02 00:03:23,8a0e70caffb1c2a46bf24e39b9e5e881e1dcaead,Bldg44AP43
2014-01-02 00:03:26,6dc8374a93911eb75077943b822adc9d2de6769c,Bldg11AP32
2014-01-02 00:04:04,b8272275161d87c29c56f28c9e0af584189df994,Bldg3AP134
2014-01-02 00:04:16,be7dfe965d64de5786b48eb54021f16f3ceaebf0,Bldg45AP29
2014-01-02 00:04:49,7db7d065a73e86c7b56de636519e5eb6d54127d8,Bldg48AP54
2014-01-02 00:05:03,d2306f0eedbb3361514f97304b0f00fee9dab9b6,Bldg44AP83
2014-01-02 00:05:03,4f31b6e1d7fa75a509756b7aacb3bb1a0ad47b97,Bldg3AP12
2014-01-02 00:05:14,c1372fae221e7eba14d85a47d27ab909a5c47e3f,Bldg3AP35
2014-01-02 00:05:19,bcacf63a926c667f075c69a88f4f433f9c598cf8,Bldg40AP3
2014-01-02 00:05:56,8b6f943c23b4491ba77dd8a81bff31f5e2760c60,Bldg44AP2
2014-01-02 00:06:03,3b5de6d0b08e9d3018664fe5a9778d1f99f98221,Bldg26AP14
2014-01-02 00:06:08,30bf94ddfef765ccd2f08a19c19edccf97207012,Bldg44AP3
2014-01-02 00:06:08,4b7ccaaa1086d4ae1636bbd35ed15c8a476e8a0b,Bldg12AP4
2014-01-02 00:06:32,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:06:45,27d68cccb4b3e89c348d4f61d879dd5f38880d05,Bldg3AP97
2014-01-02 00:07:40,49448d1dd86cfbde1437f330fb132fcd1178ad18,Bldg12AP4
2014-01-02 00:07:42,29aa5e5856d15a3edbff17e96413801a51620007,Bldg44AP4
2014-01-02 00:07:45,4e1182bc9e123dfd096f70d16c4590a5d28df9c9,Bldg48AP63
2014-01-02 00:08:00,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:08:11,dec63a259f51588452bed742944f398d18649888,Bldg48AP29
2014-01-02 00:08:15,5103b24b88b6de325dd9d46f287ed3889e0c327b,Bldg44AP82
2014-01-02 00:08:16,4d222e4854506e15f4a7e44157f14fb81a8a1b19,Bldg44AP81
2014-01-02 00:08:21,5103b24b88b6de325dd9d46f287ed3889e0c327b,Bldg48AP3
2014-01-02 00:08:38,560bfe015fde96f51ec7b00ce4ff75bf99dbc5db,Bldg12AP4
2014-01-02 00:09:28,77b5534b9704527256ccbe517332059dfcfa704b,Bldg26AP10
2014-01-02 00:09:28,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:09:49,1445083f9a610758986fafa28c2de44622f16d8e,Bldg48AP2
2014-01-02 00:09:58,980b004cef94929b5c0d7dde384fe3dc274f5437,Bldg16AP22
2014-01-02 00:10:08,3800fd8558e4143870f7daab1f991f7dadfc0e3e,Bldg44AP2
2014-01-02 00:10:10,d680e9ff6d64fc61a6431c751a4afaf33e3c53b5,Bldg3AP119
2014-01-02 00:10:20,83d966fa60c194ebbaa1d6829434c02bfdfd5fad,Bldg3AP12
2014-01-02 00:10:24,bcacf63a926c667f075c69a88f4f433f9c598cf8,Bldg40AP3
2014-01-02 00:10:24,c75170053c6a0c4ba881daf5369231b44b4b72fa,Bldg45AP7
2014-01-02 00:10:26,24fd93e70107d7b4a4f02ae6b3b14cdf19ab19cf,Bldg28AP4
2014-01-02 00:10:44,cb30b9f4a3dbac8501f15e70fe364f93fe30b99a,Bldg44AP2
2014-01-02 00:11:21,980b004cef94929b5c0d7dde384fe3dc274f5437,Bldg16AP2
2014-01-02 00:11:50,349494d252925868f9649b8a469fd5ea7d68c9af,Bldg3AP15
2014-01-02 00:12:20,9f9d09f781dece4b107325fc04255c90c73965ed,Bldg3AP12
2014-01-02 00:12:28,e58fbf7a203536e70fda0a1401af7cd6358b5f4b,Bldg48AP46
2014-01-02 00:12:32,140db5b408a4a8b31a5a31e404d191655b8a2a4c,Bldg48AP35
2014-01-02 00:12:44,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:13:05,bcacf63a926c667f075c69a88f4f433f9c598cf8,Bldg40AP3
2014-01-02 00:13:51,4d74d6b8b592169d36846c15ad6e8a2d31754aba,Bldg14AP12
2014-01-02 00:13:56,858e10bb71c5c9538abf7d44e6502332c4555e91,Bldg23AP44
2014-01-02 00:13:57,6fdf2aacc954ac9a46394f6a6183b63041aadc61,Bldg48AP2
2014-01-02 00:13:58,d5e27231a2e9349472d56d7cdbb1ba15c94ab0da,Bldg3AP12
2014-01-02 00:14:03,6fdf2aacc954ac9a46394f6a6183b63041aadc61,Bldg48AP2
2014-01-02 00:14:12,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:14:28,eef6b58cd5b55d38945ede268aebb0734d65b9e1,Bldg44AP12
2014-01-02 00:14:31,e47ecfe3a02a430f3cdb2ab5276697c4f4c2042a,Bldg3AP50
2014-01-02 00:14:34,24fd93e70107d7b4a4f02ae6b3b14cdf19ab19cf,Bldg28AP4
2014-01-02 00:15:04,181d82438d47d55c94801202d54e38c3cc59e102,Bldg44AP21
2014-01-02 00:15:12,6ff875d5913b94d6d30e89f682dc71b0a8540c1f,Bldg7AP1
2014-01-02 00:15:26,0a5df8dc1d5de5ceff29ba731b9b2c65bae62d1f,Bldg3AP16
2014-01-02 00:15:33,f5e7e85557fb1cf3c0c4901089e3dc0ecde2dccf,Bldg44AP21
2014-01-02 00:15:38,0a5df8dc1d5de5ceff29ba731b9b2c65bae62d1f,Bldg3AP15
2014-01-02 00:15:40,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-02 00:15:42,0a5df8dc1d5de5ceff29ba731b9b2c65bae62d1f,Bldg3AP37
2014-01-02 00:16:09,14794d51e2e2cc49eaa048eb06b5435dde88ff13,Bldg44AP2
2014-01-02 00:18:25,bcacf63a926c667f075c69a88f4f433f9c598cf8,Bldg40AP3
2014-01-02 00:18:29,abbfd908476944cafcc971912bb35eb932931707,Bldg44AP26
2014-01-02 00:18:53,0a5df8dc1d5de5ceff29ba731b9b2c65bae62d1f,Bldg3AP102
2014-01-02 00:18:56,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
