sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
743,45,14356,39196,1088
7323,45,14356,39196,1088
9142,45,14356,39196,1088
10965,45,14356,39196,1088
39549,45,14356,39196,1088
41359,45,14356,39196,1088
72779,45,14356,39196,1088
73331,45,14356,39196,1088
73617,45,14356,39196,1088
2235,45,14356,39196,1113
41358,45,14356,39196,1113
2917,45,14356,39196,1088
4759,45,14356,39196,1088
5564,45,14356,39196,1088
5966,45,14356,39196,1088
7755,45,14356,39196,1088
30357,45,14356,39196,1088
32071,45,14356,39196,1088
10870,45,14356,39196,1088
12659,45,14356,39196,1088
14444,45,14356,39196,1088
16263,45,14356,39196,1088
74460,45,14356,39196,1113
85882,45,14356,39196,1113
78504,45,14356,39196,1064
398,45,14356,39196,1088
2016,45,14356,39196,1088
3801,45,14356,39196,1088
35901,45,14356,39196,1088
57554,45,14356,39196,1088
57913,45,14356,39196,1088
58420,45,14356,39196,1088
72809,45,14356,39196,1088
73247,45,14356,39196,1088
78539,45,14356,39196,1088
53623,45,14356,39196,1113
9337,45,14356,39196,1088
11137,45,14356,39196,1088
38146,45,14356,39196,1088
56891,45,14356,39196,1113
54878,45,14356,39196,1099
55988,45,14356,39196,1099
56123,45,14356,39196,1064
65310,45,14356,39196,1064
7301,45,14356,39196,1088
9111,45,14356,39196,1088
10923,45,14356,39196,1088
56194,45,14356,39196,1088
57987,45,14356,39196,1088
59801,45,14356,39196,1088
61630,45,14356,39196,1088
63420,45,14356,39196,1088
65239,45,14356,39196,1088
65321,45,14356,39196,1088
67099,45,14356,39196,1088
68909,45,14356,39196,1088
56008,45,14356,39196,1077
56139,45,14356,39196,1113
7886,45,14356,39196,1088
9676,45,14356,39196,1088
11458,45,14356,39196,1088
28242,45,14356,39196,1088
30026,45,14356,39196,1088
33073,45,14356,39196,1088
46342,45,14356,39196,1113
9720,45,14356,39196,1088
32295,45,14356,39196,1088
46918,45,14356,39196,1113
6334,45,14356,39196,1088
8400,45,14356,39196,1088
10206,45,14356,39196,1088
33665,45,14356,39196,1088
38528,45,14356,39196,1088
49976,45,14356,39196,1113
14753,45,14356,39196,1088
31376,45,14356,39196,1088
46025,45,14356,39196,1113
60975,45,14356,39196,1083
14485,45,14356,39196,1088
15148,45,14356,39196,1088
62428,45,14356,39196,1088
86057,45,14356,39196,1088
1459,45,14356,39196,1088
3272,45,14356,39196,1088
5046,45,14356,39196,1088
6875,45,14356,39196,1088
8406,45,14356,39196,1088
10225,45,14356,39196,1088
12020,45,14356,39196,1088
36977,45,14356,39196,1088
39377,45,14356,39196,1088
41162,45,14356,39196,1088
65415,45,14356,39196,1113
