sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
1156,63,21742,32802,240
2936,63,21742,32802,240
4718,63,21742,32802,240
6510,63,21742,32802,240
8300,63,21742,32802,240
10103,63,21742,32802,240
11891,63,21742,32802,240
13681,63,21742,32802,240
15455,63,21742,32802,240
17260,63,21742,32802,240
19058,63,21742,32802,240
20883,63,21742,32802,240
22693,63,21742,32802,240
24498,63,21742,32802,240
26313,63,21742,32802,240
28113,63,21742,32802,240
29928,63,21742,32802,240
31724,63,21742,32802,240
33504,63,21742,32802,240
35286,63,21742,32802,240
37060,63,21742,32802,240
38873,63,21742,32802,240
40653,63,21742,32802,240
42480,63,21742,32802,240
44253,63,21742,32802,240
46077,63,21742,32802,240
47892,63,21742,32802,240
49717,63,21742,32802,240
51542,63,21742,32802,240
53323,63,21742,32802,240
55140,63,21742,32802,240
56934,63,21742,32802,240
58755,63,21742,32802,240
60569,63,21742,32802,240
62343,63,21742,32802,240
64165,63,21742,32802,240
65980,63,21742,32802,240
67785,63,21742,32802,240
69563,63,21742,32802,240
71368,63,21742,32802,240
73150,63,21742,32802,240
74946,63,21742,32802,240
76767,63,21742,32802,240
78556,63,21742,32802,240
80381,63,21742,32802,240
82210,63,21742,32802,240
84017,63,21742,32802,240
85818,63,21742,32802,240
1200,63,21742,32802,240
3022,63,21742,32802,240
4798,63,21742,32802,240
6578,63,21742,32802,240
8354,63,21742,32802,240
10126,63,21742,32802,240
11922,63,21742,32802,240
13723,63,21742,32802,240
15538,63,21742,32802,240
17349,63,21742,32802,240
19170,63,21742,32802,240
20966,63,21742,32802,240
22755,63,21742,32802,240
24538,63,21742,32802,240
26351,63,21742,32802,240
28175,63,21742,32802,240
30000,63,21742,32802,240
31811,63,21742,32802,240
33601,63,21742,32802,240
35402,63,21742,32802,240
37219,63,21742,32802,240
39003,63,21742,32802,240
40777,63,21742,32802,240
42571,63,21742,32802,240
44365,63,21742,32802,240
46151,63,21742,32802,240
47933,63,21742,32802,240
49719,63,21742,32802,240
51502,63,21742,32802,240
53319,63,21742,32802,240
55137,63,21742,32802,240
56933,63,21742,32802,240
58738,63,21742,32802,240
60547,63,21742,32802,240
62354,63,21742,32802,240
64143,63,21742,32802,240
65960,63,21742,32802,240
67750,63,21742,32802,240
69528,63,21742,32802,240
71310,63,21742,32802,240
73138,63,21742,32802,240
74920,63,21742,32802,240
76721,63,21742,32802,240
78542,63,21742,32802,240
80349,63,21742,32802,240
82154,63,21742,32802,240
83944,63,21742,32802,240
85732,63,21742,32802,240
1108,63,21742,32802,240
2921,63,21742,32802,240
4738,63,21742,32802,240
6539,63,21742,32802,240
8340,63,21742,32802,240
10143,63,21742,32802,240
11919,63,21742,32802,240
13748,63,21742,32802,240
15571,63,21742,32802,240
17382,63,21742,32802,240
19155,63,21742,32802,240
20943,63,21742,32802,240
22770,63,21742,32802,240
24558,63,21742,32802,240
26336,63,21742,32802,240
28110,63,21742,32802,240
29914,63,21742,32802,240
31737,63,21742,32802,240
33533,63,21742,32802,240
35352,63,21742,32802,240
37146,63,21742,32802,240
38971,63,21742,32802,240
40780,63,21742,32802,240
42561,63,21742,32802,240
44346,63,21742,32802,240
46139,63,21742,32802,240
47953,63,21742,32802,240
49724,63,21742,32802,240
51519,63,21742,32802,240
53298,63,21742,32802,240
55090,63,21742,32802,240
56891,63,21742,32802,239
58716,63,21742,32802,239
60532,63,21742,32802,239
62332,63,21742,32802,239
64114,63,21742,32802,239
65894,63,21742,32802,239
67695,63,21742,32802,239
69516,63,21742,32802,239
71310,63,21742,32802,239
73082,63,21742,32802,239
74874,63,21742,32802,239
76703,63,21742,32802,239
78489,63,21742,32802,239
80265,63,21742,32802,239
82061,63,21742,32802,239
83874,63,21742,32802,239
85330,63,21742,32802,239
722,63,21742,32802,239
2494,63,21742,32802,239
4278,63,21742,32802,239
6091,63,21742,32802,239
7909,63,21742,32802,239
9718,63,21742,32802,239
11498,63,21742,32802,239
13288,63,21742,32802,239
15076,63,21742,32802,239
16895,63,21742,32802,239
18717,63,21742,32802,239
20505,63,21742,32802,239
22305,63,21742,32802,239
24120,63,21742,32802,239
25943,63,21742,32802,239
27764,63,21742,32802,239
29544,63,21742,32802,239
31349,63,21742,32802,239
33131,63,21742,32802,239
34931,63,21742,32802,239
36751,63,21742,32802,239
38551,63,21742,32802,239
40342,63,21742,32802,239
42138,63,21742,32802,239
43963,63,21742,32802,239
45790,63,21742,32802,239
47588,63,21742,32802,239
49384,63,21742,32802,239
51186,63,21742,32802,239
52965,63,21742,32802,239
54771,63,21742,32802,239
56561,63,21742,32802,239
58341,63,21742,32802,239
60113,63,21742,32802,239
61930,63,21742,32802,239
63757,63,21742,32802,239
65573,63,21742,32802,239
67402,63,21742,32802,239
69203,63,21742,32802,239
70999,63,21742,32802,239
72783,63,21742,32802,239
74593,63,21742,32802,239
76393,63,21742,32802,239
78188,63,21742,32802,239
80009,63,21742,32802,239
81835,63,21742,32802,239
83635,63,21742,32802,239
85449,63,21742,32802,239
826,63,21742,32802,239
2655,63,21742,32802,239
4474,63,21742,32802,239
6268,63,21742,32802,239
8056,63,21742,32802,239
9871,63,21742,32802,239
11646,63,21742,32802,239
13440,63,21742,32802,239
15259,63,21742,32802,239
17074,63,21742,32802,239
18872,63,21742,32802,239
20661,63,21742,32802,239
22454,63,21742,32802,239
24234,63,21742,32802,239
26028,63,21742,32802,239
27828,63,21742,32802,239
29620,63,21742,32802,239
31441,63,21742,32802,239
33233,63,21742,32802,239
35044,63,21742,32802,239
36855,63,21742,32802,239
38676,63,21742,32802,239
40458,63,21742,32802,239
42232,63,21742,32802,239
44025,63,21742,32802,239
45826,63,21742,32802,239
47633,63,21742,32802,239
49425,63,21742,32802,239
51252,63,21742,32802,239
53042,63,21742,32802,239
54865,63,21742,32802,239
56649,63,21742,32802,239
58421,63,21742,32802,239
60211,63,21742,32802,239
62025,63,21742,32802,239
63828,63,21742,32802,239
65630,63,21742,32802,239
67433,63,21742,32802,239
69246,63,21742,32802,239
71075,63,21742,32802,239
72867,63,21742,32802,239
74658,63,21742,32802,239
76469,63,21742,32802,239
78249,63,21742,32802,239
80033,63,21742,32802,239
81827,63,21742,32802,239
83615,63,21742,32802,239
85435,63,21742,32802,239
835,63,21742,32802,239
2664,63,21742,32802,239
4450,63,21742,32802,239
6236,63,21742,32802,239
8022,63,21742,32802,239
9800,63,21742,32802,239
11580,63,21742,32802,239
13370,63,21742,32802,239
15187,63,21742,32802,239
17006,63,21742,32802,239
18813,63,21742,32802,239
20616,63,21742,32802,239
22436,63,21742,32802,239
24240,63,21742,32802,239
26040,63,21742,32802,239
27863,63,21742,32802,239
29639,63,21742,32802,239
31429,63,21742,32802,239
33217,63,21742,32802,239
35046,63,21742,32802,239
36853,63,21742,32802,239
38666,63,21742,32802,239
40448,63,21742,32802,239
42268,63,21742,32802,239
44095,63,21742,32802,239
45875,63,21742,32802,239
47673,63,21742,32802,239
49452,63,21742,32802,239
51235,63,21742,32802,239
53016,63,21742,32802,239
54837,63,21742,32802,239
56629,63,21742,32802,239
58411,63,21742,32802,239
60234,63,21742,32802,239
62036,63,21742,32802,239
63822,63,21742,32802,239
65649,63,21742,32802,239
67441,63,21742,32802,239
69260,63,21742,32802,239
71048,63,21742,32802,239
72861,63,21742,32802,239
74640,63,21742,32802,239
76439,63,21742,32802,239
78265,63,21742,32802,239
80073,63,21742,32802,239
81859,63,21742,32802,239
83641,63,21742,32802,239
85445,63,21742,32802,239
839,63,21742,32802,239
2656,63,21742,32802,239
4442,63,21742,32802,239
6263,63,21742,32802,239
8084,63,21742,32802,239
9883,63,21742,32802,239
11685,63,21742,32802,239
13473,63,21742,32802,239
15280,63,21742,32802,239
17068,63,21742,32802,239
18848,63,21742,32802,239
20640,63,21742,32802,239
22434,63,21742,32802,239
24218,63,21742,32802,239
26036,63,21742,32802,239
27808,63,21742,32802,239
29602,63,21742,32802,239
31413,63,21742,32802,239
33238,63,21742,32802,239
35047,63,21742,32802,239
36840,63,21742,32802,239
38636,63,21742,32802,239
40451,63,21742,32802,239
42231,63,21742,32802,239
44054,63,21742,32802,239
45876,63,21742,32802,239
47684,63,21742,32802,239
49503,63,21742,32802,239
51278,63,21742,32802,239
53108,63,21742,32802,239
54919,63,21742,32802,239
56715,63,21742,32802,239
58511,63,21742,32802,239
60332,63,21742,32802,239
62153,63,21742,32802,239
63941,63,21742,32802,239
65766,63,21742,32802,239
67538,63,21742,32802,239
69321,63,21742,32802,239
71108,63,21742,32802,239
72879,63,21742,32802,239
74663,63,21742,32802,239
76450,63,21742,32802,239
78223,63,21742,32802,239
80004,63,21742,32802,239
81800,63,21742,32802,239
83619,63,21742,32802,239
85397,63,21742,32802,239
775,63,21742,32802,239
2588,63,21742,32802,239
4418,63,21742,32802,239
6198,63,21742,32802,239
8007,63,21742,32802,239
9822,63,21742,32802,239
11638,63,21742,32802,239
13414,63,21742,32802,239
15236,63,21742,32802,239
17051,63,21742,32802,239
18843,63,21742,32802,239
20662,63,21742,32802,239
22460,63,21742,32802,239
24261,63,21742,32802,239
26039,63,21742,32802,239
27840,63,21742,32802,239
29655,63,21742,32802,239
31461,63,21742,32802,239
33276,63,21742,32802,239
35064,63,21742,32802,239
36867,63,21742,32802,239
38694,63,21742,32802,239
40474,63,21742,32802,239
42287,63,21742,32802,239
44061,63,21742,32802,239
45861,63,21742,32802,239
47645,63,21742,32802,239
49473,63,21742,32802,239
51292,63,21742,32802,239
53086,63,21742,32802,239
54876,63,21742,32802,239
56656,63,21742,32802,239
58473,63,21742,32802,239
60276,63,21742,32802,239
62085,63,21742,32802,239
63861,63,21742,32802,239
65660,63,21742,32802,239
67477,63,21742,32802,239
69269,63,21742,32802,239
71094,63,21742,32802,239
72868,63,21742,32802,239
74658,63,21742,32802,239
76471,63,21742,32802,239
78276,63,21742,32802,239
80048,63,21742,32802,239
81842,63,21742,32802,239
83653,63,21742,32802,239
85460,63,21742,32802,239
860,63,21742,32802,239
2656,63,21742,32802,239
4472,63,21742,32802,239
6297,63,21742,32802,239
8108,63,21742,32802,239
9906,63,21742,32802,239
11723,63,21742,32802,239
13521,63,21742,32802,239
15295,63,21742,32802,239
17106,63,21742,32802,239
20717,63,21742,32802,239
22515,63,21742,32802,239
24294,63,21742,32802,239
26069,63,21742,32802,239
27869,63,21742,32802,239
29653,63,21742,32802,239
31449,63,21742,32802,239
33249,63,21742,32802,239
35056,63,21742,32802,239
36879,63,21742,32802,239
38684,63,21742,32802,239
40497,63,21742,32802,239
42294,63,21742,32802,239
44085,63,21742,32802,239
45884,63,21742,32802,239
47695,63,21742,32802,239
48838,63,21742,32802,240
50646,63,21742,32802,240
52436,63,21742,32802,240
54234,63,21742,32802,240
56014,63,21742,32802,240
57817,63,21742,32802,240
59642,63,21742,32802,240
61447,63,21742,32802,240
63274,63,21742,32802,240
65049,63,21742,32802,240
66836,63,21742,32802,240
68625,63,21742,32802,240
70439,63,21742,32802,240
72252,63,21742,32802,240
74079,63,21742,32802,240
75882,63,21742,32802,240
77685,63,21742,32802,240
77935,63,21742,32802,240
79722,63,21742,32802,240
81506,63,21742,32802,240
83296,63,21742,32802,240
85099,63,21742,32802,240
488,63,21742,32802,240
2260,63,21742,32802,240
4036,63,21742,32802,240
5837,63,21742,32802,240
7652,63,21742,32802,240
9471,63,21742,32802,240
11263,63,21742,32802,240
13071,63,21742,32802,240
14883,63,21742,32802,240
16682,63,21742,32802,240
18496,63,21742,32802,240
20286,63,21742,32802,240
22115,63,21742,32802,240
23893,63,21742,32802,240
25702,63,21742,32802,240
27504,63,21742,32802,240
29309,63,21742,32802,240
31085,63,21742,32802,240
32902,63,21742,32802,240
34678,63,21742,32802,240
36508,63,21742,32802,240
38309,63,21742,32802,240
40122,63,21742,32802,240
41925,63,21742,32802,240
43736,63,21742,32802,240
45545,63,21742,32802,240
47364,63,21742,32802,240
49140,63,21742,32802,240
50973,63,21742,32802,239
52790,63,21742,32802,239
54582,63,21742,32802,239
56387,63,21742,32802,239
58205,63,21742,32802,239
60028,63,21742,32802,239
61834,63,21742,32802,239
63629,63,21742,32802,239
65408,63,21742,32802,239
67192,63,21742,32802,239
68970,63,21742,32802,239
70797,63,21742,32802,239
72704,63,21742,32802,239
74517,63,21742,32802,239
76336,63,21742,32802,239
78130,63,21742,32802,239
79381,63,21742,32802,239
81187,63,21742,32802,239
82966,63,21742,32802,239
84786,63,21742,32802,239
184,63,21742,32802,239
1959,63,21742,32802,239
3737,63,21742,32802,239
6147,63,21742,32802,239
7943,63,21742,32802,239
47166,63,21779,32818,97
42125,63,21742,32802,228
40423,63,21838,33058,513
40539,63,21606,33017,606
49135,63,21742,32802,238
40384,63,21763,32993,462
43877,63,21742,32802,239
45660,63,21742,32802,239
49355,63,21742,32802,239
47802,63,21742,32802,231
48777,63,21742,32802,231
39765,63,21742,32802,240
46649,63,21742,32802,240
50697,63,21742,32802,240
52518,63,21742,32802,240
54300,63,21742,32802,240
56107,63,21742,32802,240
57936,63,21742,32802,240
59738,63,21742,32802,240
61561,63,21742,32802,240
63382,63,21742,32802,240
65154,63,21742,32802,240
66938,63,21742,32802,240
68730,63,21742,32802,240
70005,63,21742,32802,240
