sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
356,28,14356,39196,1085
1385,28,14356,39196,1085
2577,28,14356,39196,1085
3521,28,14356,39196,1085
4580,28,14356,39196,1085
5655,28,14356,39196,1085
6700,28,14356,39196,1085
7744,28,14356,39196,1085
8789,28,14356,39196,1085
9833,28,14356,39196,1085
10905,28,14356,39196,1085
11980,28,14356,39196,1085
13028,28,14356,39196,1085
13761,28,14356,39196,1085
14073,28,14356,39196,1085
15117,28,14356,39196,1085
16158,28,14356,39196,1085
17207,28,14356,39196,1085
18252,28,14356,39196,1085
19296,28,14356,39196,1085
20371,28,14356,39196,1085
21447,28,14356,39196,1085
22488,28,14356,39196,1085
23536,28,14356,39196,1085
24580,28,14356,39196,1085
25624,28,14356,39196,1085
26817,28,14356,39196,1085
27857,28,14356,39196,1085
28867,28,14356,39196,1085
30057,28,14356,39196,1085
31064,28,14356,39196,1085
32110,28,14356,39196,1085
33183,28,14356,39196,1085
34227,28,14356,39196,1085
35272,28,14356,39196,1085
36316,28,14356,39196,1085
37362,28,14356,39196,1085
38407,28,14356,39196,1085
39448,28,14356,39196,1085
40496,28,14356,39196,1085
41643,28,14356,39196,1085
41821,28,14356,39196,1085
41959,28,14356,39196,1085
42984,28,14356,39196,1085
44028,28,14356,39196,1085
45073,28,14356,39196,1085
46114,28,14356,39196,1085
47189,28,14356,39196,1085
48237,28,14356,39196,1085
49312,28,14356,39196,1085
50357,28,14356,39196,1085
51433,28,14356,39196,1085
52479,28,14356,39196,1085
53520,28,14356,39196,1085
54472,28,14356,39196,1085
55548,28,14356,39196,1085
56675,28,14356,39196,1085
56751,28,14356,39196,1085
57685,28,14356,39196,1085
59777,28,14356,39196,1085
60958,28,14356,39196,1085
61899,28,14356,39196,1085
62975,28,14356,39196,1085
64025,28,14356,39196,1085
65056,28,14356,39196,1085
66106,28,14356,39196,1085
67145,28,14356,39196,1085
68217,28,14356,39196,1085
69273,28,14356,39196,1085
70314,28,14356,39196,1085
71356,28,14356,39196,1085
71883,28,14356,39196,1085
72435,28,14356,39196,1085
73487,28,14356,39196,1085
74519,28,14356,39196,1085
75563,28,14356,39196,1085
76624,28,14356,39196,1085
77672,28,14356,39196,1085
78716,28,14356,39196,1085
79761,28,14356,39196,1085
80821,28,14356,39196,1085
82023,28,14356,39196,1085
82942,28,14356,39196,1085
84014,28,14356,39196,1085
85061,28,14356,39196,1085
86107,28,14356,39196,1085
58735,28,14703,39123,954
81914,28,14703,39123,954
41769,28,14356,39196,1060
82018,28,14356,39196,1060
752,28,14356,39196,1085
1698,28,14356,39196,1085
2778,28,14356,39196,1085
3823,28,14356,39196,1085
4901,28,14356,39196,1085
5946,28,14356,39196,1085
6990,28,14356,39196,1085
8066,28,14356,39196,1085
9141,28,14356,39196,1085
10185,28,14356,39196,1085
11127,28,14356,39196,1085
12214,28,14356,39196,1085
13286,28,14356,39196,1085
14330,28,14356,39196,1085
15375,28,14356,39196,1085
16422,28,14356,39196,1085
17467,28,14356,39196,1085
18542,28,14356,39196,1085
19617,28,14356,39196,1085
20693,28,14356,39196,1085
21734,28,14356,39196,1085
22814,28,14356,39196,1085
23858,28,14356,39196,1085
24903,28,14356,39196,1085
25755,28,14356,39196,1085
25765,28,14356,39196,1085
25978,28,14356,39196,1085
27019,28,14356,39196,1085
28097,28,14356,39196,1085
29142,28,14356,39196,1085
30220,28,14356,39196,1085
31296,28,14356,39196,1085
32338,28,14356,39196,1085
33398,28,14356,39196,1085
34448,28,14356,39196,1085
35389,28,14356,39196,1085
36461,28,14356,39196,1085
37536,28,14356,39196,1085
38697,28,14356,39196,1085
38717,28,14356,39196,1085
39837,28,14356,39196,1085
40930,28,14356,39196,1085
41063,28,14356,39196,1085
41868,28,14356,39196,1085
42945,28,14356,39196,1085
43965,28,14356,39196,1085
45205,28,14356,39196,1085
46089,28,14356,39196,1085
47491,28,14356,39196,1085
48240,28,14356,39196,1085
49287,28,14356,39196,1085
50329,28,14356,39196,1085
51390,28,14356,39196,1085
52478,28,14356,39196,1085
53306,28,14356,39196,1085
54397,28,14356,39196,1085
55344,28,14356,39196,1085
56372,28,14356,39196,1085
57324,28,14356,39196,1085
58418,28,14356,39196,1085
59464,28,14356,39196,1085
60647,28,14356,39196,1085
61797,28,14356,39196,1085
62753,28,14356,39196,1085
63801,28,14356,39196,1085
64891,28,14356,39196,1085
65917,28,14356,39196,1085
66964,28,14356,39196,1085
68024,28,14356,39196,1085
69072,28,14356,39196,1085
70077,28,14356,39196,1085
70116,28,14356,39196,1085
71149,28,14356,39196,1085
72204,28,14356,39196,1085
73258,28,14356,39196,1085
74305,28,14356,39196,1085
75381,28,14356,39196,1085
76423,28,14356,39196,1085
77471,28,14356,39196,1085
78505,28,14356,39196,1085
79547,28,14356,39196,1085
80638,28,14356,39196,1085
81714,28,14356,39196,1085
82790,28,14356,39196,1085
83190,28,14356,39196,1085
83834,28,14356,39196,1085
84878,28,14356,39196,1085
85920,28,14356,39196,1085
44076,28,14703,39123,954
45063,28,14703,39123,954
47253,28,14703,39123,954
40907,28,14356,39196,1060
41010,28,14356,39196,1060
45178,28,14356,39196,1060
47368,28,14356,39196,1060
64872,28,14356,39196,1060
83141,28,14356,39196,1060
701,28,14356,39196,1085
1853,28,14356,39196,1085
2997,28,14356,39196,1085
4139,28,14356,39196,1085
5164,28,14356,39196,1085
6238,28,14356,39196,1085
7222,28,14356,39196,1085
8268,28,14356,39196,1085
9416,28,14356,39196,1085
10458,28,14356,39196,1085
11499,28,14356,39196,1085
12528,28,14356,39196,1085
13572,28,14356,39196,1085
14783,28,14356,39196,1085
15692,28,14356,39196,1085
16737,28,14356,39196,1085
17679,28,14356,39196,1085
18759,28,14356,39196,1085
19803,28,14356,39196,1085
20861,28,14356,39196,1085
21906,28,14356,39196,1085
22920,28,14356,39196,1085
23977,28,14356,39196,1085
25018,28,14356,39196,1085
26097,28,14356,39196,1085
26982,28,14356,39196,1085
27172,28,14356,39196,1085
28247,28,14356,39196,1085
29262,28,14356,39196,1085
30338,28,14356,39196,1085
31381,28,14356,39196,1085
32429,28,14356,39196,1085
33473,28,14356,39196,1085
34518,28,14356,39196,1085
35590,28,14356,39196,1085
36636,28,14356,39196,1085
37688,28,14356,39196,1085
38630,28,14356,39196,1085
39685,28,14356,39196,1085
40748,28,14356,39196,1085
41817,28,14356,39196,1085
42861,28,14356,39196,1085
43909,28,14356,39196,1085
44921,28,14356,39196,1085
45055,28,14356,39196,1085
46261,28,14356,39196,1085
47143,28,14356,39196,1085
48204,28,14356,39196,1085
49222,28,14356,39196,1085
50288,28,14356,39196,1085
51298,28,14356,39196,1085
52368,28,14356,39196,1085
53414,28,14356,39196,1085
54458,28,14356,39196,1085
55457,28,14356,39196,1085
56539,28,14356,39196,1085
57606,28,14356,39196,1085
58670,28,14356,39196,1085
59722,28,14356,39196,1085
60797,28,14356,39196,1085
61842,28,14356,39196,1085
62867,28,14356,39196,1085
63944,28,14356,39196,1085
64978,28,14356,39196,1085
65965,28,14356,39196,1085
67001,28,14356,39196,1085
69046,28,14356,39196,1085
70131,28,14356,39196,1085
71134,28,14356,39196,1085
72145,28,14356,39196,1085
72155,28,14356,39196,1085
73179,28,14356,39196,1085
74122,28,14356,39196,1085
75203,28,14356,39196,1085
76224,28,14356,39196,1085
76387,28,14356,39196,1085
78381,28,14356,39196,1085
79496,28,14356,39196,1085
80551,28,14356,39196,1085
81569,28,14356,39196,1085
82609,28,14356,39196,1085
83675,28,14356,39196,1085
84736,28,14356,39196,1085
85780,28,14356,39196,1085
77302,28,14703,39123,954
14680,28,14356,39196,1060
46146,28,14356,39196,1060
68139,28,14356,39196,1060
68997,28,14356,39196,1060
78345,28,14356,39196,1060
425,28,14356,39196,1085
1500,28,14356,39196,1085
2452,28,14356,39196,1085
3657,28,14356,39196,1085
4687,28,14356,39196,1085
5872,28,14356,39196,1085
7017,28,14356,39196,1085
8021,28,14356,39196,1085
9177,28,14356,39196,1085
10224,28,14356,39196,1085
11269,28,14356,39196,1085
12316,28,14356,39196,1085
13392,28,14356,39196,1085
14437,28,14356,39196,1085
15479,28,14356,39196,1085
16554,28,14356,39196,1085
17629,28,14356,39196,1085
18677,28,14356,39196,1085
19721,28,14356,39196,1085
20762,28,14356,39196,1085
21144,28,14356,39196,1085
21810,28,14356,39196,1085
22886,28,14356,39196,1085
23957,28,14356,39196,1085
25003,28,14356,39196,1085
26048,28,14356,39196,1085
27123,28,14356,39196,1085
28170,28,14356,39196,1085
29212,28,14356,39196,1085
30259,28,14356,39196,1085
31304,28,14356,39196,1085
32349,28,14356,39196,1085
33420,28,14356,39196,1085
34105,28,14356,39196,1085
34466,28,14356,39196,1085
35511,28,14356,39196,1085
36586,28,14356,39196,1085
37661,28,14356,39196,1085
38740,28,14356,39196,1085
39897,28,14356,39196,1085
40942,28,14356,39196,1085
41999,28,14356,39196,1085
43061,28,14356,39196,1085
44113,28,14356,39196,1085
45161,28,14356,39196,1085
46220,28,14356,39196,1085
47288,28,14356,39196,1085
48364,28,14356,39196,1085
49428,28,14356,39196,1085
50475,28,14356,39196,1085
51658,28,14356,39196,1085
52712,28,14356,39196,1085
53772,28,14356,39196,1085
54713,28,14356,39196,1085
55918,28,14356,39196,1085
56953,28,14356,39196,1085
57997,28,14356,39196,1085
59038,28,14356,39196,1085
60117,28,14356,39196,1085
61189,28,14356,39196,1085
62233,28,14356,39196,1085
63418,28,14356,39196,1085
64470,28,14356,39196,1085
65502,28,14356,39196,1085
66591,28,14356,39196,1085
67637,28,14356,39196,1085
68689,28,14356,39196,1085
69790,28,14356,39196,1085
70839,28,14356,39196,1085
71917,28,14356,39196,1085
73155,28,14356,39196,1085
74090,28,14356,39196,1085
75166,28,14356,39196,1085
76242,28,14356,39196,1085
77272,28,14356,39196,1085
78344,28,14356,39196,1085
79385,28,14356,39196,1085
80460,28,14356,39196,1085
80495,28,14356,39196,1085
81513,28,14356,39196,1085
82557,28,14356,39196,1085
83632,28,14356,39196,1085
84680,28,14356,39196,1085
85752,28,14356,39196,1085
73119,28,14356,39196,1060
73135,28,14356,39196,1060
73015,28,14703,39123,954
427,28,14356,39196,1085
1506,28,14356,39196,1085
2577,28,14356,39196,1085
3622,28,14356,39196,1085
4670,28,14356,39196,1085
5749,28,14356,39196,1085
6897,28,14356,39196,1085
8024,28,14356,39196,1085
9177,28,14356,39196,1085
10317,28,14356,39196,1085
11458,28,14356,39196,1085
12597,28,14356,39196,1085
13738,28,14356,39196,1085
14869,28,14356,39196,1085
15758,28,14356,39196,1085
15854,28,14356,39196,1085
17028,28,14356,39196,1085
18178,28,14356,39196,1085
19318,28,14356,39196,1085
20330,28,14356,39196,1085
21375,28,14356,39196,1085
22416,28,14356,39196,1085
23461,28,14356,39196,1085
24506,28,14356,39196,1085
25586,28,14356,39196,1085
26627,28,14356,39196,1085
27672,28,14356,39196,1085
28719,28,14356,39196,1085
28858,28,14356,39196,1085
29898,28,14356,39196,1085
30975,28,14356,39196,1085
32050,28,14356,39196,1085
33095,28,14356,39196,1085
35655,28,14356,39196,1085
36597,28,14356,39196,1085
37669,28,14356,39196,1085
38747,28,14356,39196,1085
39789,28,14356,39196,1085
40833,28,14356,39196,1085
41998,28,14356,39196,1085
43027,28,14356,39196,1085
44074,28,14356,39196,1085
45191,28,14356,39196,1085
46126,28,14356,39196,1085
47157,28,14356,39196,1085
48222,28,14356,39196,1085
49273,28,14356,39196,1085
50345,28,14356,39196,1085
51389,28,14356,39196,1085
52473,28,14356,39196,1085
53518,28,14356,39196,1085
54459,28,14356,39196,1085
54492,28,14356,39196,1085
55526,28,14356,39196,1085
56631,28,14356,39196,1085
56753,28,14356,39196,1085
57802,28,14356,39196,1085
58859,28,14356,39196,1085
59904,28,14356,39196,1085
60975,28,14356,39196,1085
62039,28,14356,39196,1085
63117,28,14356,39196,1085
64162,28,14356,39196,1085
64777,28,14356,39196,1085
65204,28,14356,39196,1085
66254,28,14356,39196,1085
68387,28,14356,39196,1085
69500,28,14356,39196,1085
70526,28,14356,39196,1085
71605,28,14356,39196,1085
72631,28,14356,39196,1085
73684,28,14356,39196,1085
74748,28,14356,39196,1085
75815,28,14356,39196,1085
76854,28,14356,39196,1085
77738,28,14356,39196,1085
77912,28,14356,39196,1085
78956,28,14356,39196,1085
79998,28,14356,39196,1085
81025,28,14356,39196,1085
82069,28,14356,39196,1085
83114,28,14356,39196,1085
84162,28,14356,39196,1085
85213,28,14356,39196,1085
86292,28,14356,39196,1085
86302,28,14356,39196,1085
14832,28,14356,39196,1060
34203,28,14356,39196,1060
35552,28,14356,39196,1060
45123,28,14356,39196,1060
34536,28,14703,39123,954
67308,28,14703,39123,954
936,28,14356,39196,1085
2009,28,14356,39196,1085
3050,28,14356,39196,1085
4095,28,14356,39196,1085
5169,28,14356,39196,1085
6245,28,14356,39196,1085
7302,28,14356,39196,1085
8346,28,14356,39196,1085
9391,28,14356,39196,1085
10443,28,14356,39196,1085
11150,28,14356,39196,1085
11489,28,14356,39196,1085
12564,28,14356,39196,1085
13609,28,14356,39196,1085
14653,28,14356,39196,1085
15728,28,14356,39196,1085
16807,28,14356,39196,1085
17851,28,14356,39196,1085
18892,28,14356,39196,1085
19937,28,14356,39196,1085
20981,28,14356,39196,1085
22060,28,14356,39196,1085
23135,28,14356,39196,1085
24176,28,14356,39196,1085
25205,28,14356,39196,1085
26275,28,14356,39196,1085
27347,28,14356,39196,1085
28391,28,14356,39196,1085
29436,28,14356,39196,1085
30480,28,14356,39196,1085
31537,28,14356,39196,1085
32584,28,14356,39196,1085
33657,28,14356,39196,1085
34856,28,14356,39196,1085
36948,28,14356,39196,1085
37949,28,14356,39196,1085
39116,28,14356,39196,1085
40071,28,14356,39196,1085
41128,28,14356,39196,1085
42210,28,14356,39196,1085
43267,28,14356,39196,1085
44395,28,14356,39196,1085
45456,28,14356,39196,1085
46667,28,14356,39196,1085
47493,28,14356,39196,1085
53854,28,14356,39196,1085
54873,28,14356,39196,1085
55949,28,14356,39196,1085
55959,28,14356,39196,1085
56988,28,14356,39196,1085
58022,28,14356,39196,1085
58964,28,14356,39196,1085
60041,28,14356,39196,1085
61116,28,14356,39196,1085
62160,28,14356,39196,1085
63205,28,14356,39196,1085
64241,28,14356,39196,1085
65097,28,14356,39196,1085
65648,28,14356,39196,1085
66391,28,14356,39196,1085
67420,28,14356,39196,1085
68484,28,14356,39196,1085
69528,28,14356,39196,1085
70605,28,14356,39196,1085
71646,28,14356,39196,1085
72799,28,14356,39196,1085
73829,28,14356,39196,1085
74862,28,14356,39196,1085
75937,28,14356,39196,1085
76981,28,14356,39196,1085
77933,28,14356,39196,1085
78997,28,14356,39196,1085
80022,28,14356,39196,1085
81237,28,14356,39196,1085
82284,28,14356,39196,1085
