sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
919,55,21598,33117,368
2720,55,21598,33117,368
4545,55,21598,33117,368
6331,55,21598,33117,368
8138,55,21598,33117,368
9916,55,21598,33117,368
11710,55,21598,33117,368
13525,55,21598,33117,368
52638,55,21598,33117,368
54427,55,21598,33117,368
56227,55,21598,33117,368
58001,55,21598,33117,368
59814,55,21598,33117,368
61636,55,21598,33117,368
63408,55,21598,33117,368
65237,55,21598,33117,368
67013,55,21598,33117,368
68838,55,21598,33117,368
70624,55,21598,33117,368
72410,55,21598,33117,368
74225,55,21598,33117,368
76048,55,21598,33117,368
77878,55,21598,33117,368
79707,55,21598,33117,368
81522,55,21598,33117,368
83297,55,21598,33117,368
85110,55,21598,33117,368
518,55,21598,33117,368
2321,55,21598,33117,368
4113,55,21598,33117,368
5936,55,21598,33117,368
7749,55,21598,33117,368
9572,55,21598,33117,368
11379,55,21598,33117,368
13192,55,21598,33117,368
15017,55,21598,33117,368
16801,55,21598,33117,368
18599,55,21598,33117,368
20408,55,21598,33117,368
22200,55,21598,33117,368
23980,55,21598,33117,368
25774,55,21598,33117,368
27599,55,21598,33117,368
29389,55,21598,33117,368
31175,55,21598,33117,368
32998,55,21598,33117,368
34816,55,21598,33117,368
36596,55,21598,33117,368
38402,55,21598,33117,368
40180,55,21598,33117,368
41970,55,21598,33117,368
43762,55,21598,33117,368
45548,55,21598,33117,368
47320,55,21598,33117,368
49096,55,21598,33117,368
50917,55,21598,33117,368
52715,55,21598,33117,368
54534,55,21598,33117,368
56344,55,21598,33117,368
58145,55,21598,33117,368
59938,55,21598,33117,368
61744,55,21598,33117,368
63561,55,21598,33117,368
65370,55,21598,33117,368
67199,55,21598,33117,368
69024,55,21598,33117,368
70800,55,21598,33117,368
72603,55,21598,33117,368
74383,55,21598,33117,368
76204,55,21598,33117,368
78010,55,21598,33117,368
79825,55,21598,33117,368
81646,55,21598,33117,368
83449,55,21598,33117,368
85272,55,21598,33117,368
675,55,21598,33117,368
