sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
390,31,14703,39123,886
2198,31,14703,39123,886
3972,31,14703,39123,886
5787,31,14703,39123,886
7609,31,14703,39123,886
9392,31,14703,39123,886
11197,31,14703,39123,886
12995,31,14703,39123,886
14816,31,14703,39123,886
16638,31,14703,39123,886
18447,31,14703,39123,886
20221,31,14703,39123,886
22003,31,14703,39123,886
23809,31,14703,39123,886
25614,31,14703,39123,886
27390,31,14703,39123,886
29171,31,14703,39123,886
30949,31,14703,39123,886
32772,31,14703,39123,886
34548,31,14703,39123,886
36340,31,14703,39123,886
38112,31,14703,39123,886
39940,31,14703,39123,886
41740,31,14703,39123,886
43543,31,14703,39123,886
45331,31,14703,39123,886
47104,31,14703,39123,886
48911,31,14703,39123,886
50712,31,14703,39123,886
52539,31,14703,39123,886
54342,31,14703,39123,886
56124,31,14703,39123,886
57951,31,14703,39123,886
59781,31,14703,39123,886
61553,31,14703,39123,886
63376,31,14703,39123,886
65199,31,14703,39123,886
67003,31,14703,39123,886
68810,31,14703,39123,886
70586,31,14703,39123,886
72376,31,14703,39123,886
74196,31,14703,39123,886
76004,31,14703,39123,886
77782,31,14703,39123,886
79594,31,14703,39123,886
81370,31,14703,39123,886
83148,31,14703,39123,886
84946,31,14703,39123,886
368,31,14703,39123,886
2168,31,14703,39123,886
3997,31,14703,39123,886
5779,31,14703,39123,886
7552,31,14703,39123,886
9352,31,14703,39123,886
11134,31,14703,39123,886
12939,31,14703,39123,886
14739,31,14703,39123,886
16555,31,14703,39123,886
18345,31,14703,39123,886
20119,31,14703,39123,886
21915,31,14703,39123,886
23691,31,14703,39123,886
25519,31,14703,39123,886
27332,31,14703,39123,886
29141,31,14703,39123,886
30940,31,14703,39123,886
32728,31,14703,39123,886
34539,31,14703,39123,886
36367,31,14703,39123,886
38179,31,14703,39123,886
39992,31,14703,39123,886
41807,31,14703,39123,886
43598,31,14703,39123,886
45419,31,14703,39123,886
47226,31,14703,39123,886
49015,31,14703,39123,886
50826,31,14703,39123,886
52627,31,14703,39123,886
54442,31,14703,39123,886
56223,31,14703,39123,886
58044,31,14703,39123,886
59855,31,14703,39123,886
61645,31,14703,39123,886
63447,31,14703,39123,886
65227,31,14703,39123,886
67023,31,14703,39123,886
68813,31,14703,39123,886
70639,31,14703,39123,886
72428,31,14703,39123,886
74233,31,14703,39123,886
76031,31,14703,39123,886
77816,31,14703,39123,886
79635,31,14703,39123,886
81448,31,14703,39123,886
83264,31,14703,39123,886
85052,31,14703,39123,886
467,31,14703,39123,886
2255,31,14703,39123,886
4056,31,14703,39123,886
5885,31,14703,39123,886
7686,31,14703,39123,886
9462,31,14703,39123,886
11257,31,14703,39123,886
13033,31,14703,39123,886
14860,31,14703,39123,886
16660,31,14703,39123,886
18441,31,14703,39123,886
20262,31,14703,39123,886
22045,31,14703,39123,886
23862,31,14703,39123,886
25645,31,14703,39123,886
27441,31,14703,39123,886
29266,31,14703,39123,886
31067,31,14703,39123,886
32884,31,14703,39123,886
34660,31,14703,39123,886
36458,31,14703,39123,886
38278,31,14703,39123,886
40064,31,14703,39123,886
41869,31,14703,39123,886
43663,31,14703,39123,886
45451,31,14703,39123,886
47253,31,14703,39123,886
49066,31,14703,39123,886
50840,31,14703,39123,886
52658,31,14703,39123,886
54469,31,14703,39123,886
56259,31,14703,39123,886
58083,31,14703,39123,886
59903,31,14703,39123,886
61708,31,14703,39123,886
63500,31,14703,39123,886
65296,31,14703,39123,886
67069,31,14703,39123,886
68865,31,14703,39123,886
70687,31,14703,39123,886
72496,31,14703,39123,886
74291,31,14703,39123,886
76106,31,14703,39123,886
77886,31,14703,39123,886
79675,31,14703,39123,886
81500,31,14703,39123,886
83272,31,14703,39123,886
85100,31,14703,39123,886
500,31,14703,39123,886
2294,31,14703,39123,886
4095,31,14703,39123,886
5881,31,14703,39123,886
7689,31,14703,39123,886
9504,31,14703,39123,886
11317,31,14703,39123,886
13140,31,14703,39123,886
14949,31,14703,39123,886
16762,31,14703,39123,886
18586,31,14703,39123,886
20384,31,14703,39123,886
22182,31,14703,39123,886
24001,31,14703,39123,886
25802,31,14703,39123,886
27623,31,14703,39123,886
29409,31,14703,39123,886
31206,31,14703,39123,886
32984,31,14703,39123,886
34784,31,14703,39123,886
