sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
917,54,21504,32831,263
2726,54,21504,32831,263
4539,54,21504,32831,263
6340,54,21504,32831,263
8118,54,21504,32831,263
9921,54,21504,32831,263
11698,54,21504,32831,263
13511,54,21504,32831,263
15305,54,21504,32831,263
17118,54,21504,32831,263
20738,54,21504,32831,263
22522,54,21504,32831,263
24332,54,21504,32831,263
26132,54,21504,32831,263
27955,54,21504,32831,263
29740,54,21504,32831,263
31550,54,21504,32831,263
33365,54,21504,32831,263
35143,54,21504,32831,263
36936,54,21504,32831,263
38732,54,21504,32831,263
40553,54,21504,32831,263
42382,54,21504,32831,263
44158,54,21504,32831,263
45987,54,21504,32831,263
47775,54,21504,32831,263
49548,54,21504,32831,263
51342,54,21504,32831,263
53124,54,21504,32831,263
54916,54,21504,32831,263
56726,54,21504,32831,263
58514,54,21504,32831,263
60310,54,21504,32831,263
62111,54,21504,32831,263
63937,54,21504,32831,263
65731,54,21504,32831,263
67531,54,21504,32831,263
69326,54,21504,32831,263
71132,54,21504,32831,263
72904,54,21504,32831,263
74730,54,21504,32831,263
76543,54,21504,32831,263
78327,54,21504,32831,263
80113,54,21504,32831,263
81931,54,21504,32831,263
83717,54,21504,32831,263
85497,54,21504,32831,263
912,54,21504,32831,263
2730,54,21504,32831,263
4551,54,21504,32831,263
6343,54,21504,32831,263
8164,54,21504,32831,263
9956,54,21504,32831,263
11732,54,21504,32831,263
13524,54,21504,32831,263
15330,54,21504,32831,263
17157,54,21504,32831,263
18949,54,21504,32831,263
20732,54,21504,32831,263
22557,54,21504,32831,263
24374,54,21504,32831,263
26169,54,21504,32831,263
27949,54,21504,32831,263
29733,54,21504,32831,263
31561,54,21504,32831,263
33334,54,21504,32831,263
35149,54,21504,32831,263
36947,54,21504,32831,263
38757,54,21504,32831,263
40558,54,21504,32831,263
42338,54,21504,32831,263
44139,54,21504,32831,263
45957,54,21504,32831,263
47753,54,21504,32831,263
49525,54,21504,32831,263
51319,54,21504,32831,263
53135,54,21504,32831,263
54950,54,21504,32831,263
56722,54,21504,32831,263
58550,54,21504,32831,263
60379,54,21504,32831,263
62178,54,21504,32831,263
63994,54,21504,32831,263
65792,54,21504,32831,263
67589,54,21504,32831,263
69367,54,21504,32831,263
71165,54,21504,32831,263
72963,54,21504,32831,263
74764,54,21504,32831,263
76565,54,21504,32831,263
78380,54,21504,32831,263
80210,54,21504,32831,263
82006,54,21504,32831,263
83800,54,21504,32831,263
85601,54,21504,32831,263
989,54,21504,32831,263
2812,54,21504,32831,263
4588,54,21504,32831,263
6365,54,21504,32831,263
8176,54,21504,32831,263
