sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
40,3,21408,33024,656
71780,3,21728,32711,87
72676,3,21728,32711,87
72739,3,21728,32711,87
75633,3,21728,32711,87
77874,3,21728,32711,87
79967,3,21408,33024,661
39291,3,21742,32802,244
40127,3,21742,32802,244
38246,3,21742,32802,248
38252,3,21742,32802,248
39217,3,21742,32802,248
40141,3,21742,32802,248
40391,3,21742,32802,248
41254,3,21742,32802,248
41471,3,21742,32802,248
43258,3,21742,32802,248
45059,3,21742,32802,248
45068,3,21742,32802,248
45651,3,21742,32802,248
47478,3,21742,32802,248
49268,3,21742,32802,248
51768,3,21742,32802,248
52813,3,21742,32802,248
53019,3,21742,32802,248
54602,3,21742,32802,248
54673,3,21742,32802,248
54892,3,21742,32802,248
67524,3,21728,32711,144
67528,3,21728,32711,144
69369,3,21728,32711,144
69594,3,21728,32711,144
70254,3,21728,32711,144
70550,3,21728,32711,144
71132,3,21728,32711,144
71784,3,21728,32711,144
72745,3,21728,32711,144
74874,3,21728,32711,144
75635,3,21728,32711,144
76565,3,21728,32711,144
77091,3,21728,32711,144
77877,3,21728,32711,144
78790,3,21728,32711,144
78816,3,21728,32711,144
52643,3,21742,32802,247
52653,3,21742,32802,247
52801,3,21742,32802,247
53530,3,21742,32802,247
54668,3,21742,32802,247
36345,3,21742,32802,248
36418,3,21742,32802,248
36825,3,21742,32802,248
36860,3,21742,32802,248
47872,3,21742,32802,248
33821,3,21728,32711,144
36857,3,21742,32802,247
47859,3,21742,32802,247
33798,3,21728,32711,149
33777,3,21779,32818,164
33782,3,21779,32818,164
33786,3,21748,32768,147
33844,3,21728,32711,86
35709,3,21742,32802,233
34399,3,21742,32802,232
34723,3,21742,32802,232
35754,3,21742,32802,232
34566,3,21742,32802,239
35270,3,21742,32802,239
35744,3,21742,32802,239
54268,3,21748,32768,160
36484,3,21742,32802,240
36205,3,21728,32711,149
54280,3,21748,32768,147
36208,3,21742,32802,238
36489,3,21742,32802,239
36500,3,21742,32802,232
37001,3,21742,32802,248
38622,3,21742,32802,248
39326,3,21742,32802,248
39500,3,21742,32802,248
39717,3,21742,32802,248
40002,3,21742,32802,248
41427,3,21742,32802,248
43252,3,21742,32802,248
44266,3,21742,32802,248
44969,3,21742,32802,248
46749,3,21742,32802,248
48547,3,21742,32802,248
50362,3,21742,32802,248
51579,3,21742,32802,248
53379,3,21742,32802,248
39497,3,21742,32802,247
39716,3,21742,32802,247
51578,3,21742,32802,247
50650,3,21742,32802,244
36493,3,21742,32802,246
36514,3,21742,32802,246
67065,3,21399,33054,686
47393,3,21408,33024,661
47396,3,21408,33024,661
66846,3,21663,33167,345
67046,3,21399,33054,666
47832,3,21663,33167,353
66802,3,21663,33167,354
50589,3,21663,33167,318
50861,3,21663,33167,318
51073,3,21663,33167,318
52081,3,21663,33167,318
52146,3,21663,33167,318
52498,3,21663,33167,318
54047,3,21663,33167,318
57276,3,21663,33167,318
59983,3,21663,33167,318
60516,3,21663,33167,318
61324,3,21663,33167,318
62787,3,21663,33167,318
63080,3,21663,33167,318
64014,3,21663,33167,318
64144,3,21663,33167,318
66356,3,21663,33167,318
60511,3,21663,33167,323
66817,3,21663,33167,344
52848,3,21663,33167,351
56854,3,21663,33167,351
57258,3,21663,33167,351
59802,3,21663,33167,351
62462,3,21663,33167,351
65710,3,21663,33167,351
66343,3,21663,33167,351
66784,3,21663,33167,357
52975,3,21663,33167,317
50858,3,21663,33167,339
52045,3,21663,33167,339
64129,3,21663,33167,339
59538,3,21663,33167,340
66789,3,21663,33167,315
47836,3,21663,33167,320
47842,3,21663,33167,320
54016,3,21663,33167,320
56118,3,21663,33167,320
62460,3,21663,33167,320
40459,3,21742,32802,247
44335,3,21742,32802,247
47942,3,21742,32802,247
37298,3,21742,32802,248
37301,3,21742,32802,248
39817,3,21742,32802,248
40472,3,21742,32802,248
40830,3,21742,32802,248
42657,3,21742,32802,248
44337,3,21742,32802,248
44487,3,21742,32802,248
45204,3,21742,32802,248
51595,3,21742,32802,248
53380,3,21742,32802,248
69685,3,21844,32793,116
70425,3,21844,32793,116
71314,3,21844,32793,116
71829,3,21844,32793,116
73710,3,21844,32793,116
75129,3,21844,32793,116
75379,3,21844,32793,116
75397,3,21844,32793,116
75712,3,21844,32793,116
77536,3,21844,32793,116
78216,3,21844,32793,116
67608,3,21804,32683,139
67611,3,21804,32683,139
68077,3,21804,32683,139
67619,3,21844,32793,107
68080,3,21844,32793,107
75383,3,21844,32793,119
63329,3,21728,32711,85
63332,3,21728,32711,85
49832,3,21844,32793,112
49699,3,21804,32683,139
59320,3,21804,32683,139
49692,3,21804,32683,173
49860,3,21804,32683,140
49912,3,21804,32683,140
49943,3,21804,32683,140
50421,3,21804,32683,140
50495,3,21804,32683,140
51105,3,21804,32683,140
51670,3,21804,32683,140
52126,3,21804,32683,140
54043,3,21804,32683,140
54262,3,21804,32683,140
54502,3,21804,32683,140
55941,3,21804,32683,140
56534,3,21804,32683,140
56939,3,21804,32683,140
57157,3,21804,32683,140
57635,3,21804,32683,140
57932,3,21804,32683,140
57936,3,21804,32683,140
49846,3,21844,32793,116
63724,3,21742,32802,238
63729,3,21728,32711,159
37579,3,21742,32802,247
51097,3,21742,32802,247
55600,3,21742,32802,247
37272,3,21742,32802,248
37276,3,21742,32802,248
37591,3,21742,32802,248
39391,3,21742,32802,248
43269,3,21742,32802,248
44060,3,21742,32802,248
44556,3,21742,32802,248
45450,3,21742,32802,248
46029,3,21742,32802,248
46147,3,21742,32802,248
47701,3,21742,32802,248
48353,3,21742,32802,248
49243,3,21742,32802,248
51111,3,21742,32802,248
52922,3,21742,32802,248
52929,3,21742,32802,248
55427,3,21742,32802,248
55614,3,21742,32802,248
55891,3,21742,32802,248
57285,3,21742,32802,248
59111,3,21742,32802,248
59809,3,21742,32802,248
61612,3,21742,32802,248
63406,3,21742,32802,248
31513,3,21742,32802,238
31519,3,21748,32768,160
34900,3,21742,32802,243
38041,3,21742,32802,243
39603,3,21742,32802,248
40266,3,21742,32802,248
41069,3,21742,32802,248
41072,3,21742,32802,248
42859,3,21742,32802,248
44686,3,21742,32802,248
45581,3,21742,32802,248
46465,3,21742,32802,248
47899,3,21742,32802,248
48171,3,21742,32802,248
49524,3,21742,32802,248
50409,3,21742,32802,248
52064,3,21742,32802,248
52391,3,21742,32802,248
53275,3,21742,32802,248
54379,3,21742,32802,248
55398,3,21742,32802,248
55790,3,21742,32802,248
