335,0,0,0,0
2112,0,0,0,0
5728,0,0,0,0
6253,0,0,0,0
8712,0,0,0,0
10420,0,0,0,0
12223,0,0,0,0
14560,0,0,0,0
17793,0,0,0,0
18613,0,0,0,0
20438,0,0,0,0
63381,0,0,0,0
64121,0,0,0,0
66615,0,0,0,0
68588,0,0,0,0
70081,0,0,0,0
73681,0,0,0,0
75381,0,0,0,0
77890,0,0,0,0
79887,0,0,0,0
1547,0,0,0,0
2925,0,0,0,0
5799,0,0,0,0
7775,0,0,0,0
9966,0,0,0,0
10892,0,0,0,0
13275,0,0,0,0
15494,0,0,0,0
16147,0,0,0,0
19993,0,0,0,0
21131,0,0,0,0
22089,0,0,0,0
36805,0,0,0,0
38490,0,0,0,0
58661,0,0,0,0
60911,0,0,0,0
62174,0,0,0,0
64884,0,0,0,0
67562,0,0,0,0
68657,0,0,0,0
77399,0,0,0,0
78686,0,0,0,0
936,0,0,0,0
2476,0,0,0,0
10499,0,0,0,0
13101,0,0,0,0
15380,0,0,0,0
17017,0,0,0,0
18307,0,0,0,0
21796,0,0,0,0
23976,0,0,0,0
25665,0,0,0,0
26521,0,0,0,0
28027,0,0,0,0
31410,0,0,0,0
32289,0,0,0,0
34424,0,0,0,0
36496,0,0,0,0
53295,0,0,0,0
67307,0,0,0,0
69184,0,0,0,0
71583,0,0,0,0
73316,0,0,0,0
74605,0,0,0,0
77442,0,0,0,0
79473,0,0,0,0
1068,0,0,0,0
3031,0,0,0,0
4867,0,0,0,0
6533,0,0,0,0
8715,0,0,0,0
11623,0,0,0,0
13727,0,0,0,0
14960,0,0,0,0
17956,0,0,0,0
19912,0,0,0,0
21448,0,0,0,0
22238,0,0,0,0
25701,0,0,0,0
26400,0,0,0,0
37893,0,0,0,0
68201,0,0,0,0
70168,0,0,0,0
73061,0,0,0,0
75004,0,0,0,0
76723,0,0,0,0
78126,0,0,0,0
1605,0,0,0,0
3151,0,0,0,0
5471,0,0,0,0
6950,0,0,0,0
9904,0,0,0,0
23583,0,0,0,0
24048,0,0,0,0
27946,0,0,0,0
28720,0,0,0,0
30698,0,0,0,0
32992,0,0,0,0
35979,0,0,0,0
36521,0,0,0,0
39562,0,0,0,0
41873,0,0,0,0
43834,0,0,0,0
44783,0,0,0,0
46954,0,0,0,0
48497,0,0,0,0
50431,0,0,0,0
53969,0,0,0,0
55854,0,0,0,0
56749,0,0,0,0
58443,0,0,0,0
61768,0,0,0,0
62701,0,0,0,0
65627,0,0,0,0
67860,0,0,0,0
69265,0,0,0,0
77098,0,0,0,0
79900,0,0,0,0
899,0,0,0,0
3265,0,0,0,0
4373,0,0,0,0
6212,0,0,0,0
8835,0,0,0,0
10116,0,0,0,0
13255,0,0,0,0
15823,0,0,0,0
17831,0,0,0,0
19811,0,0,0,0
29255,0,0,0,0
31468,0,0,0,0
33710,0,0,0,0
35262,0,0,0,0
36471,0,0,0,0
38167,0,0,0,0
40267,0,0,0,0
43358,0,0,0,0
45332,0,0,0,0
47236,0,0,0,0
48128,0,0,0,0
50570,0,0,0,0
65627,0,0,0,0
67711,0,0,0,0
68152,0,0,0,0
71957,0,0,0,0
72933,0,0,0,0
75935,0,0,0,0
76289,0,0,0,0
79743,0,0,0,0
1311,0,0,0,0
3023,0,0,0,0
4043,0,0,0,0
6082,0,0,0,0
9048,0,0,0,0
11874,0,0,0,0
12328,0,0,0,0
14927,0,0,0,0
16029,0,0,0,0
18351,0,0,0,0
29650,0,0,0,0
31412,0,0,0,0
32451,0,0,0,0
35658,0,0,0,0
36092,0,0,0,0
38550,0,0,0,0
40928,0,0,0,0
42652,0,0,0,0
44636,0,0,0,0
46413,0,0,0,0
49326,0,0,0,0
51429,0,0,0,0
52166,0,0,0,0
54218,0,0,0,0
56978,0,0,0,0
58333,0,0,0,0
60836,0,0,0,0
62278,0,0,0,0
64265,0,0,0,0
67047,0,0,0,0
68384,0,0,0,0
70566,0,0,0,0
72215,0,0,0,0
2860,0,0,0,0
4128,0,0,0,0
7070,0,0,0,0
9674,0,0,0,0
10324,0,0,0,0
13601,0,0,0,0
14952,0,0,0,0
16502,0,0,0,0
19958,0,0,0,0
20459,0,0,0,0
22079,0,0,0,0
25559,0,0,0,0
27168,0,0,0,0
28213,0,0,0,0
30223,0,0,0,0
32273,0,0,0,0
49532,0,0,0,0
50493,0,0,0,0
53963,0,0,0,0
54453,0,0,0,0
57515,0,0,0,0
58554,0,0,0,0
61101,0,0,0,0
62681,0,0,0,0
65764,0,0,0,0
66481,0,0,0,0
68758,0,0,0,0
71673,0,0,0,0
73194,0,0,0,0
74864,0,0,0,0
77549,0,0,0,0
79916,0,0,0,0
838,0,0,0,0
3996,0,0,0,0
4762,0,0,0,0
16229,0,0,0,0
18839,0,0,0,0
20137,0,0,0,0
22080,0,0,0,0
25935,0,0,0,0
27720,0,0,0,0
29238,0,0,0,0
31383,0,0,0,0
33406,0,0,0,0
34809,0,0,0,0
36679,0,0,0,0
38889,0,0,0,0
40333,0,0,0,0
42474,0,0,0,0
44371,0,0,0,0
46715,0,0,0,0
48601,0,0,0,0
50845,0,0,0,0
52191,0,0,0,0
55164,0,0,0,0
56739,0,0,0,0
68991,0,0,0,0
70399,0,0,0,0
72064,0,0,0,0
74214,0,0,0,0
76233,0,0,0,0
78397,0,0,0,0
1061,0,0,0,0
3873,0,0,0,0
5560,0,0,0,0
6094,0,0,0,0
9595,0,0,0,0
10144,0,0,0,0
12388,0,0,0,0
15025,0,0,0,0
16151,0,0,0,0
18946,0,0,0,0
20875,0,0,0,0
23219,0,0,0,0
24303,0,0,0,0
26625,0,0,0,0
29263,0,0,0,0
31111,0,0,0,0
33969,0,0,0,0
35121,0,0,0,0
36337,0,0,0,0
48270,0,0,0,0
51644,0,0,0,0
53216,0,0,0,0
54604,0,0,0,0
56825,0,0,0,0
58579,0,0,0,0
60721,0,0,0,0
62033,0,0,0,0
64878,0,0,0,0
66340,0,0,0,0
69583,0,0,0,0
70121,0,0,0,0
72074,0,0,0,0
