sec,ID,x_coordinate(m),y_coordinate(m),AP_ID
1163,64,14703,39123,887
2944,64,14703,39123,887
4740,64,14703,39123,887
6565,64,14703,39123,887
8374,64,14703,39123,887
10173,64,14703,39123,887
11982,64,14703,39123,887
13770,64,14703,39123,887
15567,64,14703,39123,887
17395,64,14703,39123,887
19167,64,14703,39123,887
20972,64,14703,39123,887
22794,64,14703,39123,887
24566,64,14703,39123,887
26350,64,14703,39123,887
28138,64,14703,39123,887
29938,64,14703,39123,887
31756,64,14703,39123,887
33530,64,14703,39123,887
35333,64,14703,39123,887
37150,64,14703,39123,887
38980,64,14703,39123,887
40780,64,14703,39123,887
42597,64,14703,39123,887
44376,64,14703,39123,887
46152,64,14703,39123,887
47932,64,14703,39123,887
49755,64,14703,39123,887
51539,64,14703,39123,887
53357,64,14703,39123,887
55172,64,14703,39123,887
56975,64,14703,39123,887
58791,64,14703,39123,887
60612,64,14703,39123,887
62396,64,14703,39123,887
64213,64,14703,39123,887
66025,64,14703,39123,887
67821,64,14703,39123,887
69626,64,14703,39123,887
71402,64,14703,39123,887
73216,64,14703,39123,887
74992,64,14703,39123,887
76821,64,14703,39123,887
78647,64,14703,39123,887
80439,64,14703,39123,887
82246,64,14703,39123,887
84060,64,14703,39123,887
85835,64,14703,39123,887
37330,64,14703,39123,886
39146,64,14703,39123,886
40918,64,14703,39123,886
42707,64,14703,39123,886
44507,64,14703,39123,886
46280,64,14703,39123,886
48083,64,14703,39123,886
49873,64,14703,39123,886
51671,64,14703,39123,886
53495,64,14703,39123,886
55295,64,14703,39123,886
57093,64,14703,39123,886
58887,64,14703,39123,886
60673,64,14703,39123,886
62452,64,14703,39123,886
64246,64,14703,39123,886
66049,64,14703,39123,886
67439,64,14703,39123,886
69221,64,14703,39123,886
71015,64,14703,39123,886
72837,64,14703,39123,886
74648,64,14703,39123,886
76453,64,14703,39123,886
78234,64,14703,39123,886
80007,64,14703,39123,886
81791,64,14703,39123,886
83604,64,14703,39123,886
85427,64,14703,39123,886
1236,64,14703,39123,887
3008,64,14703,39123,887
4780,64,14703,39123,887
6592,64,14703,39123,887
8390,64,14703,39123,887
10172,64,14703,39123,887
11975,64,14703,39123,887
13769,64,14703,39123,887
15550,64,14703,39123,887
17369,64,14703,39123,887
19165,64,14703,39123,887
20951,64,14703,39123,887
22769,64,14703,39123,887
24611,64,14703,39123,887
26409,64,14703,39123,887
28200,64,14703,39123,887
30009,64,14703,39123,887
31803,64,14703,39123,887
33591,64,14703,39123,887
35384,64,14703,39123,887
37199,64,14703,39123,887
833,64,14703,39123,886
2649,64,14703,39123,886
4429,64,14703,39123,886
6201,64,14703,39123,886
8021,64,14703,39123,886
9811,64,14703,39123,886
11607,64,14703,39123,886
13399,64,14703,39123,886
15221,64,14703,39123,886
17013,64,14703,39123,886
18814,64,14703,39123,886
20615,64,14703,39123,886
22414,64,14703,39123,886
24210,64,14703,39123,886
25998,64,14703,39123,886
27798,64,14703,39123,886
29602,64,14703,39123,886
31409,64,14703,39123,886
33183,64,14703,39123,886
34975,64,14703,39123,886
36763,64,14703,39123,886
38562,64,14703,39123,886
40334,64,14703,39123,886
42122,64,14703,39123,886
43943,64,14703,39123,886
45761,64,14703,39123,886
47555,64,14703,39123,886
49339,64,14703,39123,886
51125,64,14703,39123,886
52949,64,14703,39123,886
54762,64,14703,39123,886
56583,64,14703,39123,886
58411,64,14703,39123,886
60197,64,14703,39123,886
62004,64,14703,39123,886
63778,64,14703,39123,886
65565,64,14703,39123,886
67349,64,14703,39123,886
69138,64,14703,39123,886
70945,64,14703,39123,886
72744,64,14703,39123,886
74532,64,14703,39123,886
76353,64,14703,39123,886
78145,64,14703,39123,886
79929,64,14703,39123,886
81732,64,14703,39123,886
83526,64,14703,39123,886
85337,64,14703,39123,886
728,64,14703,39123,886
2512,64,14703,39123,886
4298,64,14703,39123,886
6076,64,14703,39123,886
7864,64,14703,39123,886
9670,64,14703,39123,886
11442,64,14703,39123,886
13243,64,14703,39123,886
15033,64,14703,39123,886
16828,64,14703,39123,886
18643,64,14703,39123,886
20472,64,14703,39123,886
22271,64,14703,39123,886
24059,64,14703,39123,886
25880,64,14703,39123,886
27678,64,14703,39123,886
29469,64,14703,39123,886
31276,64,14703,39123,886
33058,64,14703,39123,886
34858,64,14703,39123,886
36668,64,14703,39123,886
38469,64,14703,39123,886
40245,64,14703,39123,886
42054,64,14703,39123,886
43860,64,14703,39123,886
45663,64,14703,39123,886
47443,64,14703,39123,886
49215,64,14703,39123,886
51015,64,14703,39123,886
52812,64,14703,39123,886
54608,64,14703,39123,886
56395,64,14703,39123,886
58206,64,14703,39123,886
59978,64,14703,39123,886
61763,64,14703,39123,886
63588,64,14703,39123,886
65380,64,14703,39123,886
67192,64,14703,39123,886
68995,64,14703,39123,886
70814,64,14703,39123,886
72586,64,14703,39123,886
74402,64,14703,39123,886
76207,64,14703,39123,886
